donor_id,tanggal_terakhir_donasi,tanggal_pertama_donasi,frekuensi,total_nominal,recency_hari,skor_R,skor_F,skor_M,skor_gabungan_ahp,segmentasi
G24433,2023-04-28 14:12:00,2023-04-08 22:10:00,2,20000,613,4,4,1,3.25,Kategori Lain
G24435,2023-04-09 00:09:00,2023-04-09 00:09:00,1,50000,632,4,2,2,2.8,Hilang
G24436,2023-11-11 06:05:00,2023-04-09 00:26:00,9,550000,416,4,5,5,4.6,Tidur
G24437,2023-04-09 00:27:00,2023-04-09 00:27:00,1,10000,632,4,2,1,2.55,Hilang
G24438,2023-04-09 03:53:00,2023-04-09 03:53:00,1,10000,632,4,2,1,2.55,Hilang
G24439,2023-11-12 15:50:00,2023-04-09 04:49:00,5,150000,415,4,5,4,4.35,Tidur
G24441,2023-04-11 06:51:00,2023-04-11 06:51:00,1,100000,630,4,2,3,3.05,Tidur
G24442,2023-04-09 08:58:00,2023-04-09 08:58:00,1,20000,632,4,2,1,2.55,Hilang
G24443,2023-04-09 10:40:00,2023-04-09 10:40:00,1,150000,632,4,2,4,3.3,Tidur
G24444,2023-04-09 12:29:00,2023-04-09 12:29:00,1,100000,632,4,2,3,3.05,Tidur
G24445,2024-11-09 12:40:00,2023-04-09 12:39:00,2,73000,52,5,4,3,4.15,Kecil/Tidak Rutin
G24446,2023-04-09 12:50:00,2023-04-09 12:50:00,1,100000,632,4,2,3,3.05,Tidur
G24447,2023-04-09 13:24:00,2023-04-09 13:24:00,1,100000,632,4,2,3,3.05,Tidur
G24448,2023-04-09 13:59:00,2023-04-09 13:59:00,1,20000,632,4,2,1,2.55,Hilang
G24449,2023-04-09 15:17:00,2023-04-09 15:17:00,1,100000,632,4,2,3,3.05,Tidur
G24450,2023-04-09 15:34:00,2023-04-09 15:34:00,1,25000,632,4,2,2,2.8,Hilang
G24451,2023-04-09 16:54:00,2023-04-09 16:54:00,1,50000,632,4,2,2,2.8,Hilang
G24452,2023-04-09 17:10:00,2023-04-09 17:10:00,1,10000,632,4,2,1,2.55,Hilang
G24453,2023-04-09 17:57:00,2023-04-09 17:57:00,1,10000,632,4,2,1,2.55,Hilang
G24454,2023-04-09 23:23:00,2023-04-09 23:23:00,1,20000,632,4,2,1,2.55,Hilang
G24455,2023-04-10 00:08:00,2023-04-10 00:08:00,1,100000,631,4,2,3,3.05,Tidur
G24456,2023-07-27 09:14:00,2023-04-10 00:20:00,2,20000,523,4,4,1,3.25,Kategori Lain
G24457,2023-04-10 05:06:00,2023-04-10 05:06:00,1,50000,631,4,2,2,2.8,Hilang
G24458,2023-04-10 05:24:00,2023-04-10 05:24:00,1,30000,631,4,2,2,2.8,Hilang
G24459,2024-09-27 14:31:00,2023-04-10 05:30:00,2,100000,95,5,4,3,4.15,Tidur
G24460,2023-04-10 05:39:00,2023-04-10 05:39:00,1,20000,631,4,2,1,2.55,Hilang
G24461,2024-06-19 05:20:00,2023-04-10 06:17:00,14,160000,195,5,5,4,4.75,Tidur
G24463,2023-04-10 07:15:00,2023-04-10 07:15:00,1,10000,631,4,2,1,2.55,Hilang
G24465,2023-04-10 08:20:00,2023-04-10 08:20:00,1,10000,631,4,2,1,2.55,Hilang
G24466,2023-04-10 09:02:00,2023-04-10 09:02:00,1,50000,631,4,2,2,2.8,Hilang
G24467,2023-04-10 12:03:00,2023-04-10 12:03:00,1,50000,631,4,2,2,2.8,Hilang
G24471,2023-04-10 15:28:00,2023-04-10 15:28:00,1,150000,631,4,2,4,3.3,Tidur
G24473,2023-04-19 07:14:00,2023-04-10 19:21:00,2,65000,622,4,4,3,3.75,Kategori Lain
G24475,2023-04-10 23:22:00,2023-04-10 23:22:00,1,100000,631,4,2,3,3.05,Tidur
G24476,2023-04-11 00:21:00,2023-04-11 00:21:00,1,50000,630,4,2,2,2.8,Hilang
G24477,2023-04-17 11:14:00,2023-04-11 00:57:00,4,171000,624,4,5,4,4.35,Tidur
G24478,2023-04-11 03:17:00,2023-04-11 03:17:00,1,25000,630,4,2,2,2.8,Hilang
G24479,2023-11-20 18:02:00,2023-04-11 04:08:00,3,145000,407,4,5,4,4.35,Tidur
G24480,2023-06-23 15:00:00,2023-04-11 04:57:00,3,45000,557,4,5,2,3.85,Kategori Lain
G24481,2023-05-04 11:31:00,2023-04-11 05:19:00,2,90000,607,4,4,3,3.75,Kategori Lain
G24482,2023-04-11 05:43:00,2023-04-11 05:43:00,1,25000,630,4,2,2,2.8,Hilang
G24483,2023-04-11 07:01:00,2023-04-11 07:01:00,1,30000,630,4,2,2,2.8,Hilang
G24485,2023-04-11 10:21:00,2023-04-11 10:21:00,1,100000,630,4,2,3,3.05,Tidur
G24486,2023-04-11 10:37:00,2023-04-11 10:37:00,1,118375,630,4,2,4,3.3,Tidur
G24487,2023-04-11 11:07:00,2023-04-11 11:07:00,1,30000,630,4,2,2,2.8,Hilang
G24488,2023-04-13 16:38:00,2023-04-11 11:09:00,2,150000,628,4,4,4,4.0,Tidur
G24489,2023-04-11 11:10:00,2023-04-11 11:10:00,1,25000,630,4,2,2,2.8,Hilang
G24490,2023-05-21 10:54:00,2023-04-11 11:11:00,11,110000,590,4,5,4,4.35,Tidur
G24491,2023-04-11 11:25:00,2023-04-11 11:25:00,1,200000,630,4,2,4,3.3,Tidur
G24492,2023-04-11 11:50:00,2023-04-11 11:50:00,1,100000,630,4,2,3,3.05,Tidur
G24494,2023-09-15 09:26:00,2023-04-11 14:12:00,2,150000,473,4,4,4,4.0,Tidur
G24495,2024-03-31 04:03:00,2023-04-11 17:18:00,2,450000,275,5,4,5,4.65,Tidur
G24497,2023-04-11 19:02:00,2023-04-11 19:02:00,1,50000,630,4,2,2,2.8,Hilang
G24498,2023-04-11 19:29:00,2023-04-11 19:29:00,1,100000,630,4,2,3,3.05,Tidur
G24499,2023-04-11 19:57:00,2023-04-11 19:57:00,1,50000,630,4,2,2,2.8,Hilang
G24500,2024-04-06 05:54:00,2023-04-11 20:28:00,6,155000,269,5,5,4,4.75,Tidur
G24502,2023-09-04 13:24:00,2023-04-11 20:58:00,2,20000,484,4,4,1,3.25,Kategori Lain
G24504,2023-04-11 22:31:00,2023-04-11 22:31:00,1,30000,630,4,2,2,2.8,Hilang
G24505,2023-04-11 23:25:00,2023-04-11 23:25:00,1,2000,630,4,2,1,2.55,Hilang
G24506,2023-04-12 04:39:00,2023-04-12 04:39:00,1,20000,629,4,2,1,2.55,Hilang
G24507,2023-04-12 04:54:00,2023-04-12 04:54:00,1,20000,629,4,2,1,2.55,Hilang
G24509,2023-07-15 21:29:00,2023-04-12 07:16:00,2,20000,535,4,4,1,3.25,Kategori Lain
G24510,2023-04-12 07:54:00,2023-04-12 07:54:00,1,200000,629,4,2,4,3.3,Tidur
G24511,2023-04-12 10:17:00,2023-04-12 10:17:00,1,100000,629,4,2,3,3.05,Tidur
G24515,2023-04-12 12:06:00,2023-04-12 12:06:00,1,40000,629,4,2,2,2.8,Hilang
G24517,2024-03-08 18:22:00,2023-04-12 18:00:00,6,520000,298,5,5,5,5.0,Tidur
G24518,2023-04-12 20:44:00,2023-04-12 20:44:00,1,25000,629,4,2,2,2.8,Hilang
G24519,2023-04-13 00:05:00,2023-04-13 00:05:00,1,170000,628,4,2,4,3.3,Tidur
G24520,2023-04-13 11:10:00,2023-04-13 11:10:00,1,20000,628,4,2,1,2.55,Hilang
G24522,2023-05-07 18:00:00,2023-04-13 12:23:00,3,250000,604,4,5,4,4.35,Tidur
G24525,2023-05-26 16:42:00,2023-04-13 13:06:00,3,650000,585,4,5,5,4.6,Tidur
G24526,2023-04-13 13:41:00,2023-04-13 13:41:00,1,50000,628,4,2,2,2.8,Hilang
G24531,2023-07-14 21:45:00,2023-05-12 14:37:00,2,500000,536,4,4,5,4.25,Tidur
G24532,2023-04-14 10:06:00,2023-04-14 10:06:00,1,10000,627,4,2,1,2.55,Hilang
G24533,2023-04-13 18:05:00,2023-04-13 18:05:00,1,100000,628,4,2,3,3.05,Tidur
G24538,2023-04-13 22:16:00,2023-04-13 22:16:00,1,150000,628,4,2,4,3.3,Tidur
G24539,2023-04-14 11:44:00,2023-04-14 11:44:00,1,20000,627,4,2,1,2.55,Hilang
G24540,2023-08-25 09:35:00,2023-04-14 00:24:00,2,30000,494,4,4,2,3.5,Kategori Lain
G24541,2023-09-01 23:27:00,2023-04-14 04:57:00,5,145000,487,4,5,4,4.35,Tidur
G24542,2023-04-14 05:03:00,2023-04-14 05:03:00,1,10000,627,4,2,1,2.55,Hilang
G24543,2023-04-14 06:05:00,2023-04-14 06:05:00,1,5000,627,4,2,1,2.55,Hilang
G24545,2023-04-14 07:40:00,2023-04-14 07:40:00,1,10000,627,4,2,1,2.55,Hilang
G24546,2023-04-14 08:28:00,2023-04-14 08:28:00,1,180000,627,4,2,4,3.3,Tidur
G24547,2023-07-04 19:28:00,2023-04-14 08:43:00,2,450000,546,4,4,5,4.25,Tidur
G24549,2023-04-14 08:49:00,2023-04-14 08:49:00,1,80000,627,4,2,3,3.05,Hilang
G24550,2024-08-24 10:15:00,2023-04-14 09:07:00,13,880000,129,5,5,5,5.0,Tidur
G24551,2024-03-29 10:25:00,2023-04-14 09:16:00,3,350000,277,5,5,5,5.0,Tidur
G24552,2023-04-14 09:57:00,2023-04-14 09:57:00,1,80000,627,4,2,3,3.05,Hilang
G24553,2023-04-14 10:50:00,2023-04-14 10:50:00,1,100000,627,4,2,3,3.05,Tidur
G24554,2023-04-14 11:14:00,2023-04-14 11:14:00,1,100000,627,4,2,3,3.05,Tidur
G24555,2023-04-14 11:33:00,2023-04-14 11:28:00,2,140000,627,4,4,4,4.0,Tidur
G24557,2023-04-14 11:45:00,2023-04-14 11:45:00,1,90000,627,4,2,3,3.05,Hilang
G24558,2023-05-12 11:37:00,2023-04-14 11:51:00,3,450000,599,4,5,5,4.6,Tidur
G24559,2023-04-19 19:52:00,2023-04-19 19:52:00,1,225000,622,4,2,4,3.3,Tidur
G24560,2023-04-14 12:33:00,2023-04-14 12:33:00,1,180000,627,4,2,4,3.3,Tidur
G24561,2023-04-14 13:03:00,2023-04-14 13:03:00,1,10000,627,4,2,1,2.55,Hilang
G24562,2023-04-14 13:04:00,2023-04-14 13:04:00,1,25000,627,4,2,2,2.8,Hilang
G24563,2023-04-16 10:52:00,2023-04-14 13:10:00,2,75000,625,4,4,3,3.75,Kategori Lain
G24564,2023-04-14 15:04:00,2023-04-14 15:04:00,1,200000,627,4,2,4,3.3,Tidur
G24566,2023-04-15 04:59:00,2023-04-14 16:21:00,2,100000,626,4,4,3,3.75,Tidur
G24567,2023-04-14 16:29:00,2023-04-14 16:29:00,1,100000,627,4,2,3,3.05,Tidur
G24568,2023-07-28 17:56:00,2023-04-14 17:09:00,3,300000,522,4,5,5,4.6,Tidur
G24569,2023-04-14 17:45:00,2023-04-14 17:45:00,1,50000,627,4,2,2,2.8,Hilang
G24573,2023-04-14 21:55:00,2023-04-14 21:49:00,2,325000,627,4,4,5,4.25,Tidur
G24574,2023-04-29 05:55:00,2023-04-15 04:25:00,2,70000,612,4,4,3,3.75,Kategori Lain
G24575,2023-04-15 04:31:00,2023-04-15 04:31:00,1,10000,626,4,2,1,2.55,Hilang
G24576,2023-04-19 15:25:00,2023-04-15 05:09:00,2,20000,622,4,4,1,3.25,Kategori Lain
G24579,2023-04-15 08:44:00,2023-04-15 08:44:00,1,50000,626,4,2,2,2.8,Hilang
G24581,2023-04-15 11:44:00,2023-04-15 11:44:00,1,100000,626,4,2,3,3.05,Tidur
G24582,2023-04-15 11:58:00,2023-04-15 11:58:00,1,50000,626,4,2,2,2.8,Hilang
G24583,2023-04-15 15:11:00,2023-04-15 15:11:00,1,80000,626,4,2,3,3.05,Hilang
G24584,2024-09-06 21:51:00,2023-04-15 15:25:00,6,300000,116,5,5,5,5.0,Tidur
G24585,2023-04-15 16:11:00,2023-04-15 16:11:00,1,20000,626,4,2,1,2.55,Hilang
G24586,2023-04-17 00:55:00,2023-04-15 17:42:00,2,20000,624,4,4,1,3.25,Kategori Lain
G24587,2023-04-15 19:05:00,2023-04-15 19:05:00,1,100000,626,4,2,3,3.05,Tidur
G24590,2023-04-15 22:12:00,2023-04-15 22:12:00,1,10000,626,4,2,1,2.55,Hilang
G24591,2023-04-15 22:36:00,2023-04-15 22:36:00,1,10000,626,4,2,1,2.55,Hilang
G24594,2023-04-16 05:45:00,2023-04-16 05:45:00,1,20000,625,4,2,1,2.55,Hilang
G24596,2023-05-08 09:29:00,2023-04-16 07:51:00,2,20000,603,4,4,1,3.25,Kategori Lain
G24597,2023-04-16 09:31:00,2023-04-16 09:31:00,1,15000,625,4,2,1,2.55,Hilang
G24598,2024-03-30 10:37:00,2023-08-19 17:59:00,2,400000,276,5,4,5,4.65,Tidur
G24599,2024-04-07 09:38:00,2023-04-16 10:08:00,3,70000,268,5,5,3,4.5,Kategori Lain
G24603,2023-04-16 13:59:00,2023-04-16 13:59:00,1,270000,625,4,2,5,3.55,Tidur
G24604,2023-04-21 13:57:00,2023-04-16 18:01:00,2,100000,620,4,4,3,3.75,Tidur
G24605,2023-04-16 18:31:00,2023-04-16 18:31:00,1,20000,625,4,2,1,2.55,Hilang
G24608,2023-04-17 00:37:00,2023-04-17 00:37:00,1,2000,624,4,2,1,2.55,Hilang
G24609,2023-04-17 01:08:00,2023-04-17 01:08:00,1,20000,624,4,2,1,2.55,Hilang
G24612,2023-04-17 06:13:00,2023-04-17 06:13:00,1,20000,624,4,2,1,2.55,Hilang
G24613,2023-04-30 06:25:00,2023-04-17 06:25:00,2,20000,611,4,4,1,3.25,Kategori Lain
G24614,2023-04-17 09:33:00,2023-04-17 09:33:00,1,30000,624,4,2,2,2.8,Hilang
G24615,2023-04-17 11:29:00,2023-04-17 11:29:00,1,120000,624,4,2,4,3.3,Tidur
G24616,2023-04-17 12:20:00,2023-04-17 12:20:00,1,50000,624,4,2,2,2.8,Hilang
G24620,2023-04-18 20:10:00,2023-04-18 20:10:00,1,20000,623,4,2,1,2.55,Hilang
G24623,2023-04-17 15:18:00,2023-04-17 15:18:00,1,180000,624,4,2,4,3.3,Tidur
G24624,2023-04-17 15:53:00,2023-04-17 15:53:00,1,10000,624,4,2,1,2.55,Hilang
G24625,2024-12-23 07:38:00,2024-11-10 20:27:00,3,320000,8,5,5,5,5.0,Mulai Aktif
G24627,2023-04-17 18:36:00,2023-04-17 18:36:00,1,120000,624,4,2,4,3.3,Tidur
G24634,2024-03-20 16:39:00,2023-04-17 23:38:00,4,325000,286,5,5,5,5.0,Tidur
G24635,2023-04-18 03:50:00,2023-04-18 03:50:00,1,50000,623,4,2,2,2.8,Hilang
G24637,2023-04-18 04:20:00,2023-04-18 04:20:00,1,50000,623,4,2,2,2.8,Hilang
G24638,2023-04-18 04:24:00,2023-04-18 04:24:00,1,100000,623,4,2,3,3.05,Tidur
G24639,2023-04-18 05:12:00,2023-04-18 05:12:00,1,150000,623,4,2,4,3.3,Tidur
G24640,2023-04-18 05:22:00,2023-04-18 05:22:00,1,50000,623,4,2,2,2.8,Hilang
G24642,2023-05-28 12:06:00,2023-04-18 06:29:00,2,20000,583,4,4,1,3.25,Kategori Lain
G24643,2023-04-18 08:23:00,2023-04-18 08:23:00,1,100000,623,4,2,3,3.05,Tidur
G24645,2023-04-18 09:50:00,2023-04-18 09:50:00,1,160000,623,4,2,4,3.3,Tidur
G24647,2023-04-18 10:34:00,2023-04-18 10:34:00,1,250000,623,4,2,4,3.3,Tidur
G24650,2023-04-18 12:12:00,2023-04-18 12:12:00,1,20000,623,4,2,1,2.55,Hilang
G24651,2023-04-18 16:04:00,2023-04-18 16:04:00,1,180000,623,4,2,4,3.3,Tidur
G24652,2023-04-18 17:53:00,2023-04-18 17:53:00,1,200000,623,4,2,4,3.3,Tidur
G24654,2023-11-24 22:51:00,2023-04-18 18:24:00,3,300000,403,4,5,5,4.6,Tidur
G24655,2023-04-18 18:41:00,2023-04-18 18:36:00,2,580000,623,4,4,5,4.25,Tidur
G24656,2023-04-18 18:57:00,2023-04-18 18:57:00,1,10000,623,4,2,1,2.55,Hilang
G24658,2023-07-21 10:27:00,2023-04-18 22:31:00,4,40000,529,4,5,2,3.85,Kategori Lain
G24660,2023-04-18 23:05:00,2023-04-18 23:05:00,1,50000,623,4,2,2,2.8,Hilang
G24662,2023-04-18 23:57:00,2023-04-18 23:57:00,1,20000,623,4,2,1,2.55,Hilang
G24663,2023-04-19 00:28:00,2023-04-19 00:28:00,1,97500,622,4,2,3,3.05,Hilang
G24665,2023-04-19 05:36:00,2023-04-19 05:36:00,1,10000,622,4,2,1,2.55,Hilang
G24666,2023-04-19 06:39:00,2023-04-19 06:39:00,1,10000,622,4,2,1,2.55,Hilang
G24669,2023-04-19 10:35:00,2023-04-19 10:35:00,1,100000,622,4,2,3,3.05,Tidur
G24670,2023-04-19 11:14:00,2023-04-19 11:14:00,1,100000,622,4,2,3,3.05,Tidur
G24671,2023-04-19 12:22:00,2023-04-19 12:22:00,1,45000,622,4,2,2,2.8,Hilang
G24673,2023-04-19 21:42:00,2023-04-19 15:46:00,2,20000,622,4,4,1,3.25,Kategori Lain
G24674,2023-04-19 17:04:00,2023-04-19 17:04:00,1,50000,622,4,2,2,2.8,Hilang
G24676,2023-04-19 18:50:00,2023-04-19 18:50:00,1,200000,622,4,2,4,3.3,Tidur
G24678,2023-04-19 19:17:00,2023-04-19 19:17:00,1,45000,622,4,2,2,2.8,Hilang
G24679,2023-04-19 19:50:00,2023-04-19 19:50:00,1,50000,622,4,2,2,2.8,Hilang
G24680,2023-04-19 20:10:00,2023-04-19 20:10:00,1,180000,622,4,2,4,3.3,Tidur
G24682,2023-04-19 21:05:00,2023-04-19 21:05:00,1,180000,622,4,2,4,3.3,Tidur
G24683,2023-04-19 21:55:00,2023-04-19 21:55:00,1,15000,622,4,2,1,2.55,Hilang
G24684,2024-04-05 11:25:00,2023-04-19 22:09:00,2,290000,270,5,4,5,4.65,Tidur
G24686,2024-04-08 21:26:00,2024-04-08 21:23:00,2,90000,267,5,4,3,4.15,Kategori Lain
G24687,2023-04-21 13:38:00,2023-04-19 23:41:00,2,100000,620,4,4,3,3.75,Tidur
G24689,2023-04-20 04:53:00,2023-04-20 04:53:00,1,30000,621,4,2,2,2.8,Hilang
G24694,2023-07-18 06:02:00,2023-04-20 07:04:00,4,45000,532,4,5,2,3.85,Kategori Lain
G24697,2023-04-20 07:14:00,2023-04-20 07:14:00,1,130000,621,4,2,4,3.3,Tidur
G24698,2023-04-20 08:31:00,2023-04-20 08:31:00,1,200000,621,4,2,4,3.3,Tidur
G24700,2023-04-20 11:20:00,2023-04-20 11:20:00,1,65000,621,4,2,3,3.05,Hilang
G24701,2023-04-20 11:25:00,2023-04-20 11:25:00,1,50000,621,4,2,2,2.8,Hilang
G24702,2023-04-20 11:26:00,2023-04-20 11:26:00,1,50000,621,4,2,2,2.8,Hilang
G24703,2023-10-28 00:30:00,2023-04-20 11:44:00,6,60000,430,4,5,3,4.1,Kategori Lain
G24705,2023-04-20 14:23:00,2023-04-20 14:23:00,1,160000,621,4,2,4,3.3,Tidur
G24710,2023-04-20 16:01:00,2023-04-20 16:01:00,1,120000,621,4,2,4,3.3,Tidur
G24711,2023-10-20 04:36:00,2023-04-20 16:05:00,7,275000,438,4,5,5,4.6,Tidur
G24715,2024-04-05 00:53:00,2023-04-20 19:54:00,3,500000,270,5,5,5,5.0,Tidur
G24716,2023-04-20 21:16:00,2023-04-20 21:16:00,1,65000,621,4,2,3,3.05,Hilang
G24717,2023-04-20 22:01:00,2023-04-20 22:01:00,1,97500,621,4,2,3,3.05,Hilang
G24718,2023-04-20 22:12:00,2023-04-20 22:12:00,1,10000,621,4,2,1,2.55,Hilang
G24720,2023-04-20 22:27:00,2023-04-20 22:27:00,1,45000,621,4,2,2,2.8,Hilang
G24721,2023-04-26 09:16:00,2023-04-26 09:16:00,1,10000,615,4,2,1,2.55,Hilang
G24722,2023-04-20 22:45:00,2023-04-20 22:43:00,2,200000,621,4,4,4,4.0,Tidur
G24725,2023-04-21 00:30:00,2023-04-21 00:30:00,1,100000,620,4,2,3,3.05,Tidur
G24729,2024-04-02 19:35:00,2024-04-02 19:35:00,1,180000,273,5,2,4,3.7,Tidur
G24730,2023-04-21 03:47:00,2023-04-21 03:47:00,1,300000,620,4,2,5,3.55,Tidur
G24731,2023-04-21 04:46:00,2023-04-21 04:46:00,1,97500,620,4,2,3,3.05,Hilang
G24732,2023-04-21 05:00:00,2023-04-21 05:00:00,1,25000,620,4,2,2,2.8,Hilang
G24735,2024-01-19 17:48:00,2023-04-21 05:57:00,13,260000,347,5,5,5,5.0,Tidur
G24737,2023-04-21 07:35:00,2023-04-21 07:35:00,1,25000,620,4,2,2,2.8,Hilang
G24738,2023-04-21 08:33:00,2023-04-21 08:33:00,1,45000,620,4,2,2,2.8,Hilang
G24740,2023-04-21 14:09:00,2023-04-21 14:09:00,1,150000,620,4,2,4,3.3,Tidur
G24741,2024-10-11 21:59:00,2023-04-21 09:32:00,4,250000,81,5,5,4,4.75,Kategori Lain
G24742,2023-11-14 08:39:00,2023-04-21 09:42:00,4,200000,413,4,5,4,4.35,Tidur
G24747,2023-04-21 10:34:00,2023-04-21 10:34:00,1,20000,620,4,2,1,2.55,Hilang
G24748,2023-04-21 10:49:00,2023-04-21 10:49:00,1,140000,620,4,2,4,3.3,Tidur
G24749,2023-04-21 11:03:00,2023-04-21 11:03:00,1,135000,620,4,2,4,3.3,Tidur
G24750,2023-04-21 11:05:00,2023-04-21 11:05:00,1,200000,620,4,2,4,3.3,Tidur
G24751,2023-04-21 11:19:00,2023-04-21 11:19:00,1,97500,620,4,2,3,3.05,Hilang
G24754,2024-02-09 11:52:00,2023-04-21 11:38:00,5,475000,326,5,5,5,5.0,Tidur
G24755,2023-04-21 12:17:00,2023-04-21 12:17:00,1,325000,620,4,2,5,3.55,Tidur
G24756,2023-04-21 13:02:00,2023-04-21 12:59:00,2,150000,620,4,4,4,4.0,Tidur
G24758,2023-04-21 13:27:00,2023-04-21 13:27:00,1,100000,620,4,2,3,3.05,Tidur
G24759,2024-09-06 10:54:00,2023-04-21 13:37:00,3,40000,116,5,5,2,4.25,Kategori Lain
G24762,2023-04-21 16:23:00,2023-04-21 16:23:00,1,100000,620,4,2,3,3.05,Tidur
G24766,2023-04-21 17:26:00,2023-04-21 17:26:00,1,100000,620,4,2,3,3.05,Tidur
G24770,2023-04-21 18:12:00,2023-04-21 18:12:00,1,20000,620,4,2,1,2.55,Hilang
G24771,2024-06-25 20:33:00,2023-04-21 18:15:00,26,365000,189,5,5,5,5.0,Tidur
G24772,2024-09-27 15:44:00,2024-09-27 15:44:00,1,200000,95,5,2,4,3.7,Tidur
G24773,2023-04-21 18:45:00,2023-04-21 18:45:00,1,80000,620,4,2,3,3.05,Hilang
G24774,2023-04-21 18:59:00,2023-04-21 18:59:00,1,45000,620,4,2,2,2.8,Hilang
G24776,2023-04-21 19:58:00,2023-04-21 19:58:00,1,80000,620,4,2,3,3.05,Hilang
G24777,2023-10-10 22:03:00,2023-10-10 22:03:00,1,100000,448,4,2,3,3.05,Tidur
G24778,2024-04-09 19:31:00,2023-04-21 20:25:00,2,285000,266,5,4,5,4.65,Tidur
G24779,2023-04-22 02:55:00,2023-04-22 02:55:00,1,162500,619,4,2,4,3.3,Tidur
G24781,2023-04-21 20:52:00,2023-04-21 20:46:00,3,135000,620,4,5,4,4.35,Tidur
G24782,2023-08-15 15:05:00,2023-04-21 20:47:00,2,75000,504,4,4,3,3.75,Kategori Lain
G24784,2023-04-21 21:49:00,2023-04-21 21:43:00,2,200000,620,4,4,4,4.0,Tidur
G24785,2023-04-21 21:46:00,2023-04-21 21:46:00,1,120000,620,4,2,4,3.3,Tidur
G24786,2023-04-21 21:50:00,2023-04-21 21:50:00,1,200000,620,4,2,4,3.3,Tidur
G24789,2024-09-06 06:07:00,2023-04-21 22:30:00,2,300000,116,5,4,5,4.65,Tidur
G24790,2023-04-21 22:38:00,2023-04-21 22:38:00,1,15000,620,4,2,1,2.55,Hilang
G24791,2023-04-21 22:56:00,2023-04-21 22:56:00,1,160000,620,4,2,4,3.3,Tidur
G24792,2023-04-21 23:07:00,2023-04-21 23:07:00,1,50000,620,4,2,2,2.8,Hilang
G24794,2023-04-21 23:33:00,2023-04-21 23:33:00,1,300000,620,4,2,5,3.55,Tidur
G24795,2023-04-21 23:54:00,2023-04-21 23:54:00,1,30000,620,4,2,2,2.8,Hilang
G24796,2023-04-22 00:11:00,2023-04-22 00:11:00,1,45000,619,4,2,2,2.8,Hilang
G24797,2023-04-22 00:22:00,2023-04-22 00:22:00,1,45500,619,4,2,2,2.8,Hilang
G24804,2023-04-22 03:21:00,2023-04-22 03:21:00,1,45000,619,4,2,2,2.8,Hilang
G24805,2023-04-22 03:30:00,2023-04-22 03:30:00,1,195000,619,4,2,4,3.3,Tidur
G24806,2024-04-09 19:45:00,2023-04-22 04:08:00,2,252500,266,5,4,5,4.65,Tidur
G24809,2023-04-22 05:13:00,2023-04-22 05:13:00,1,120000,619,4,2,4,3.3,Tidur
G24812,2023-04-28 13:46:00,2023-04-22 06:09:00,2,165000,613,4,4,4,4.0,Tidur
G24813,2023-04-22 06:09:00,2023-04-22 06:09:00,1,135000,619,4,2,4,3.3,Tidur
G24814,2023-04-22 06:10:00,2023-04-22 06:10:00,1,10000,619,4,2,1,2.55,Hilang
G24815,2023-04-22 06:33:00,2023-04-22 06:31:00,2,90000,619,4,4,3,3.75,Kategori Lain
G24817,2023-04-22 06:51:00,2023-04-22 06:51:00,1,90000,619,4,2,3,3.05,Hilang
G24822,2024-04-09 23:55:00,2023-04-22 11:02:00,2,125000,266,5,4,4,4.4,Tidur
G24823,2023-04-22 13:12:00,2023-04-22 13:12:00,1,10000,619,4,2,1,2.55,Hilang
G24825,2023-04-22 16:16:00,2023-04-22 16:16:00,1,10000,619,4,2,1,2.55,Hilang
G24827,2023-04-22 22:26:00,2023-04-22 22:26:00,1,100000,619,4,2,3,3.05,Tidur
G24829,2024-04-12 18:17:00,2023-04-26 04:58:00,4,71200,263,5,5,3,4.5,Kategori Lain
G24830,2023-04-23 00:59:00,2023-04-23 00:59:00,1,45000,618,4,2,2,2.8,Hilang
G24832,2023-04-23 05:39:00,2023-04-23 05:39:00,1,20000,618,4,2,1,2.55,Hilang
G24834,2023-04-23 08:11:00,2023-04-23 08:11:00,1,100000,618,4,2,3,3.05,Tidur
G24836,2023-07-11 06:06:00,2023-04-23 10:48:00,5,137500,539,4,5,4,4.35,Tidur
G24839,2023-05-04 12:36:00,2023-04-26 14:50:00,2,400000,607,4,4,5,4.25,Tidur
G24841,2024-11-15 07:41:00,2023-04-23 17:50:00,2,775000,46,5,4,5,4.65,Mulai Aktif
G24844,2023-04-24 05:43:00,2023-04-24 05:43:00,1,20000,617,4,2,1,2.55,Hilang
G24845,2023-04-24 06:16:00,2023-04-24 06:16:00,1,20000,617,4,2,1,2.55,Hilang
G24846,2023-12-29 06:15:00,2023-04-24 06:19:00,16,160000,368,5,5,4,4.75,Tidur
G24847,2023-05-08 14:21:00,2023-04-24 10:15:00,3,100000,603,4,5,3,4.1,Tidur
G24848,2024-08-11 05:09:00,2023-04-24 11:09:00,2,450000,142,5,4,5,4.65,Tidur
G24849,2023-04-24 12:50:00,2023-04-24 12:50:00,1,10000,617,4,2,1,2.55,Hilang
G24850,2023-04-24 14:18:00,2023-04-24 14:18:00,1,50000,617,4,2,2,2.8,Hilang
G24851,2024-10-12 07:16:00,2023-04-24 15:49:00,8,115000,80,5,5,4,4.75,Kategori Lain
G24852,2023-04-24 19:33:00,2023-04-24 19:33:00,1,10000,617,4,2,1,2.55,Hilang
